name,category,city
Papaya,cafe,Москва
Важная Персона,fast_food,Москва
Бульвар,cafe,Москва
Рок'н'ролл,bar,Москва
Martinez,bar,Москва
Цезарь,cafe,Москва
Чайная высота,cafe,Москва
Маренго,cafe,Москва
Буфет,cafe,Москва
Минералогический музей им. Ферсмана,museum,Москва
CVC,fast_food,Москва
Schwarz Kaiser,restaurant,Москва
Блеск,cafe,Москва
Последний рубеж обороны,attraction,Москва
Иль Массимо,restaurant,Москва
Шаровня,pub,Москва
"Экспериментальный каркасно-панельный жилой дом, прототип серии К-7",attraction,Москва
Ёрш,cafe,Москва
Пороселло,bar,Москва
Китайский летчик Джао Да,bar,Москва
True Cost,restaurant,Москва
Экспромт,restaurant,Москва
Bourbon Street,bar,Москва
Узкоколейный тепловоз ТУ6А-2485,attraction,Москва
Диетическая столовая,fast_food,Москва
Линдфорс,cafe,Москва
Сибирячка и Снегирь,restaurant,Москва
Кубдари,restaurant,Москва
Белорусская хата,restaurant,Москва
Му-му,restaurant,Москва
Корё,restaurant,Москва
Френд'с,cafe,Москва
Crazy Daisy,bar,Москва
Black Milk,cafe,Москва
Andy's Friends,restaurant,Москва
Советские времена,fast_food,Москва
Ю-Мэ,restaurant,Москва
Театр на Покровке,theatre,Москва
Offer,cafe,Москва
Кулинариум,cafe,Москва
Maximus,cafe,Москва
Casa Agave,restaurant,Москва
Lucky,restaurant,Москва
У Никитских ворот,theatre,Москва
Мемориальный музей-квартира А. Н. Толстого,museum,Москва
Casa di Famiglia,restaurant,Москва
Сандуны,restaurant,Москва
Тифлисский дворик,restaurant,Москва
Ам Бургер,fast_food,Москва
Центральный пограничный музей ФСБ России,museum,Москва
Две печеньки,cafe,Москва
Джаганнат,restaurant,Москва
Udon,fast_food,Москва
Пекарня & Донер,fast_food,Москва
Баловень,cafe,Москва
Галерея Дамирова,gallery,Москва
Brasserie Lambic,restaurant,Москва
Тарелка,cafe,Москва
Edward's Pub,pub,Москва
Point Rouge,stripclub,Москва
Dark Patrick's,pub,Москва
СушиStore,fast_food,Москва
SПБ,pub,Москва
Florentini,restaurant,Москва
Бистро ИКЕА,cafe,Москва
Дорогу утятам!,artwork,Москва
Extra Virgin,restaurant,Москва
"ЦКиД ""Лира""",arts_centre,Москва
Скамейка ремёсел,bench,Москва
Ester,bar,Москва
Пион,restaurant,Москва
Театр кошек Куклачёва,theatre,Москва
Бенефис,theatre,Москва
Манки,cafe,Москва
Гадкий койот,bar,Москва
Эларджи,restaurant,Москва
Сибирские пельмени,fast_food,Москва
Мир шашлыков,cafe,Москва
Россичъ,restaurant,Москва
Barmalini,restaurant,Москва
Non Solo,restaurant,Москва
Правда Кофе,fast_food,Москва
StarHit,cafe,Москва
Ливан Хаус,fast_food,Москва
Sushi bar,fast_food,Москва
Университет,cafe,Москва
Хинкальная,fast_food,Москва
Кувшин,restaurant,Москва
Циферблат,cafe,Москва
Bolshoi,restaurant,Москва
"Чебуречная ""СССР""",cafe,Москва
Да Чикко,restaurant,Москва
Халяль,cafe,Москва
Золотая Царицына палата,attraction,Москва
ПрофТесто,restaurant,Москва
Breakfast,cafe,Москва
Easy Brix,restaurant,Москва
Pizza Hut,fast_food,Москва
Мираж,restaurant,Москва
Волчья стая,pub,Москва
Томи,cafe,Москва
Rock House,cafe,Москва
Киноклуб «Фитиль»,cinema,Москва
Ростик'с,fast_food,Москва
Beverly Hills Diner,restaurant,Москва
Kogo Fragola,restaurant,Москва
Saperavi,restaurant,Москва
Pho City,restaurant,Москва
Стрелка,restaurant,Москва
Галерея Люмьер,gallery,Москва
Дон Доннер,fast_food,Москва
Rolling Stone,nightclub,Москва
Вильям Басс,pub,Москва
Novikov,restaurant,Москва
Феина.ru,cafe,Москва
Горельефы Храма Христа Спасителя,attraction,Москва
Кимчи,restaurant,Москва
Борт 305,restaurant,Москва
Кофе с собой,cafe,Москва
ГончаровЪ,cafe,Москва
Крапива,bar,Москва
Гармония,nightclub,Москва
Генацвале VIP,restaurant,Москва
Салхино,cafe,Москва
Greenhof,restaurant,Москва
Lumberjack,bar,Москва
Молоко,restaurant,Москва
Pinocchio,restaurant,Москва
Michel,restaurant,Москва
MFCafe,cafe,Москва
Бирштольц,pub,Москва
Тимур,restaurant,Москва
Lavash & vertel,fast_food,Москва
Донер 42,fast_food,Москва
Спорт экспресс,bar,Москва
Чашки,restaurant,Москва
Noor Electro,bar,Москва
Панорама парк,cafe,Москва
Oscar,nightclub,Москва
Ботаника,restaurant,Москва
Сытая утка,restaurant,Москва
Эгоист,stripclub,Москва
Кондитерская Олега Ильина,cafe,Москва
Остерия Марио,restaurant,Москва
Белое солнце пустыни,restaurant,Москва
Узбекистан,restaurant,Москва
Музей-галерея Е.А. Евтушенко,museum,Москва
Шварцвальд,restaurant,Москва
Джонджоли,restaurant,Москва
Джон Донн,pub,Москва
Кинозал Домжур,cinema,Москва
Кофеин,cafe,Москва
Гриль Хаус,restaurant,Москва
Светлый,restaurant,Москва
Страна которой нет,restaurant,Москва
Tutta la Vita,restaurant,Москва
Козловица,restaurant,Москва
Эссе,restaurant,Москва
Pizza Pronto,restaurant,Москва
Оазис 24,restaurant,Москва
A Tavola,restaurant,Москва
Baccarat Cristal Room,restaurant,Москва
Cafe 21,restaurant,Москва
Chelsea,pub,Москва
Рэдимэйд,cafe,Москва
Кафетерий № 1,restaurant,Москва
Mandarin Combustible,bar,Москва
Лодка,restaurant,Москва
La Bottega Siciliana,restaurant,Москва
Коктебель,bar,Москва
White Rabbit,restaurant,Москва
Megumi,restaurant,Москва
Japaneese food,restaurant,Москва
Мару,fast_food,Москва
Метрополь,restaurant,Москва
Delimarche,restaurant,Москва
Cantinetta Antinori,restaurant,Москва
Delicatessen,restaurant,Москва
Boom Boom Room,bar,Москва
Барашка,restaurant,Москва
Белый Журавль,restaurant,Москва
Донна Маргарита,restaurant,Москва
Grand Cru,restaurant,Москва
Старый Сычуань,restaurant,Москва
Мари Ванна,restaurant,Москва
Хачапури,restaurant,Москва
Il Forno,restaurant,Москва
